stoppingpoint,effective_question_numbers,is_yesorno,GBS_candidates_left,U_difference,preference_difference,change_top1,rels
0.1,9,1,1,0,0.06997783068407777,0,stop
0.1,10,1,1,0,0.07767853008521008,0,stop
0.1,11,1,1,0,0.02206177337131594,0,stop
0.1,12,1,1,0,0.025045021055574847,0,stop
0.1,13,1,1,0,0.02952920787409714,0,stop
0.1,14,1,1,0,0.012541496313829222,0,stop
0.1,15,1,1,0,0.017740698341516585,0,stop
0.1,16,1,1,0,0.041598794081913346,0,stop
0.1,17,1,1,0,0.012298270211869864,0,stop
0.1,18,1,1,0,0.016642871119118705,0,stop
0.1,19,1,1,0,0.03579455559218316,0,stop
0.1,20,1,1,0,0.013422000886479367,0,stop
0.1,21,1,1,0,0.011878719639739754,0,stop
0.1,22,1,1,0,0.006248129390061463,0,stop
0.1,23,1,1,0,0.007971257711072412,0,stop
0.1,24,1,1,0,0.00509128621417651,0,stop
0.1,25,1,1,0,0.004521755288606878,0,stop
0.1,26,1,1,0,0.0056402759555430945,0,stop
0.1,27,1,1,0,0.0036971080226988803,0,stop
0.1,28,1,1,0,0.003588568549546407,0,stop
0.1,29,1,1,0,0.005158176609877992,0,stop
0.1,30,1,1,0,0.006465463547039416,0,stop
0.1,31,1,1,0,0.0026891122163392035,0,stop
0.1,32,1,1,0,0.002477509646223143,0,stop
0.1,33,1,1,0,0.002289937684383847,0,stop
0.1,34,1,1,0,0.0024640115775791346,0,stop
0.1,35,1,1,0,0.0019703397489456887,0,stop
0.1,36,1,1,0,0.003277101226429451,0,stop
0.1,37,1,1,0,0.0029790405666514446,0,stop
0.1,38,1,1,0,0.0018566823663558238,0,stop
0.1,39,1,1,0,0.0015279641631896221,0,stop
0.1,40,1,1,0,0.002296935514928211,0,stop
0.1,41,1,1,0,0.008167483834351544,0,stop
0.1,42,1,1,0,0.0029887815675274407,0,stop
0.1,43,1,1,0,0.004031305018481398,0,stop
0.1,44,1,1,0,0.006621625787560134,0,stop
0.1,45,1,1,0,0.0012963386743694379,0,stop
0.1,46,1,1,0,0.0012296422956059648,0,stop
0.1,47,1,1,0,0.0048421055763196216,0,stop
0.1,48,1,1,0,0.003972058007599626,0,stop
0.1,49,1,1,0,0.0011785000407107341,0,stop
0.1,50,1,1,0,0.00730326391802476,0,stop
0.1,51,1,1,0,0.004176419332123375,0,stop
0.1,52,1,1,0,0.002484036364577285,0,stop
0.1,53,1,1,0,0.0017627575575637194,0,stop
0.1,54,1,1,0,0.004717742705827555,0,stop
0.1,55,1,1,0,0.010682993866396527,0,stop
0.1,56,1,1,0,0.005305122127573142,0,stop
0.1,57,1,1,0,0.0010471366802877445,0,stop
0.1,58,1,1,0,0.0029849695314219864,0,stop
0.1,59,1,1,0,0.0023087406714155487,0,stop
0.1,60,1,1,0,0.005814997173028967,0,stop
0.1,61,1,1,0,0.005230066755267862,0,stop
0.1,62,1,1,0,0.0018584964242407418,0,stop
0.1,63,1,1,0,0.004158315171214528,0,stop
0.1,64,1,1,0,0.005210900937879204,0,stop
0.1,65,1,1,0,0.008275519273372403,0,stop
0.1,66,1,1,0,8.970053595055549E-4,0,stop
0.1,67,1,1,0,0.003355918771669866,0,stop
0.1,68,1,1,0,0.0032620740326374134,0,stop
0.1,69,1,1,0,0.003871708002185391,0,stop
0.1,70,1,1,0,0.002534672269150171,0,stop
0.1,71,1,1,0,9.133464908540005E-4,0,stop
0.1,72,1,1,0,7.297231029567137E-4,0,stop
0.1,73,1,1,0,0.0010842757409352454,0,stop
0.1,74,1,1,0,0.004072231326937861,0,stop
0.1,75,1,1,0,0.004697550760126569,0,stop
0.1,76,1,1,0,6.737568005534748E-4,0,stop
0.1,77,1,1,0,6.113331137169733E-4,0,stop
0.1,78,1,1,0,0.0010974584200750626,0,stop
0.1,79,1,1,0,6.307004944203056E-4,0,stop
0.1,80,1,1,0,9.098341956796929E-4,0,stop
0.1,81,1,1,0,5.510756179968222E-4,0,stop
0.1,82,1,1,0,5.789880007435824E-4,0,stop
0.1,83,1,1,0,6.634368006588052E-4,0,stop
0.1,84,1,1,0,6.529444177306516E-4,0,stop
0.1,85,1,1,0,5.457437335303122E-4,0,stop
0.1,86,1,1,0,5.31223181579126E-4,0,stop
0.1,87,1,1,0,0.0010013374952977535,0,stop
0.1,88,1,1,0,0.004729531475206418,0,stop
0.1,89,1,1,0,9.955678452482004E-4,0,stop
0.1,90,1,1,0,6.265339722199546E-4,0,stop
0.1,91,1,1,0,5.16399804344807E-4,0,stop
0.1,92,1,1,0,9.214318624306134E-4,0,stop
0.1,93,1,1,0,0.001424396189529684,0,stop
0.1,94,1,1,0,0.0030788313190115825,0,stop
0.1,95,1,1,0,0.0042279279535511515,0,stop
0.1,96,1,1,0,0.0023316665479448445,0,stop
0.1,97,1,1,0,0.0015027601756738645,0,stop
0.1,98,1,1,0,9.962455691124813E-4,0,stop
0.1,99,1,1,0,4.597218439192415E-4,0,stop
0.1,100,1,1,0,7.912424996795887E-4,0,stop
0.1,0,0,1599,0,0.0,1,continue
0.1,0,0,1599,0,0.0,0,continue
0.1,0,0,1599,0,0.0,0,continue
0.1,0,0,1599,0,0.0,0,continue
0.1,0,0,1599,0,0.0,0,continue
0.1,0,0,1599,0,0.0,0,continue
0.1,0,0,1599,0,0.0,0,continue
0.1,0,0,1599,0,0.0,0,continue
0.1,0,0,1599,0,0.0,0,continue
0.1,0,0,1599,0,0.0,0,continue
0.1,0,0,1599,0,0.0,0,continue
0.1,0,0,1599,0,0.0,0,continue
0.1,0,0,1599,0,0.0,0,continue
0.1,0,0,1599,0,0.0,0,continue
0.1,0,0,1599,0,0.0,0,continue
0.1,0,0,1599,0,0.0,0,continue
0.1,0,0,1599,0,0.0,0,continue
0.1,0,0,1599,0,0.0,0,continue
0.1,0,0,1599,0,0.0,0,continue
0.1,0,0,1599,0,0.0,0,continue
0.1,0,0,1599,0,0.0,0,continue
0.1,0,0,1599,0,0.0,0,continue
0.1,0,0,1599,0,0.0,0,continue
0.1,0,0,1599,0,0.0,0,continue
0.1,0,0,1599,0,0.0,0,continue
0.1,0,0,1599,0,0.0,0,continue
0.1,0,0,1599,0,0.0,0,continue
0.1,0,0,1599,0,0.0,0,continue
0.1,0,0,1599,0,0.0,0,continue
0.1,0,0,1599,0,0.0,0,continue
0.1,1,1,1282,317,0.3254524990198674,0,continue
0.1,1,0,1282,0,0.0,0,continue
0.1,1,0,1282,0,0.0,0,continue
0.1,2,1,1051,231,0.16822039208164227,0,continue
0.1,2,0,1051,0,0.0,0,continue
0.1,2,0,1051,0,0.0,0,continue
0.1,2,0,1051,0,0.0,0,continue
0.1,2,0,1051,0,0.0,0,continue
0.1,2,0,1051,0,0.0,0,continue
0.1,2,0,1051,0,0.0,0,continue
0.1,2,0,1051,0,0.0,0,continue
0.1,2,0,1051,0,0.0,0,continue
0.1,3,1,899,152,0.11322329120060434,0,continue
0.1,3,0,899,0,0.0,0,continue
0.1,3,0,899,0,0.0,0,continue
0.1,3,0,899,0,0.0,0,continue
0.1,3,0,899,0,0.0,0,continue
0.1,3,0,899,0,0.0,0,continue
0.1,3,0,899,0,0.0,0,continue
0.1,3,0,899,0,0.0,0,continue
0.1,3,0,899,0,0.0,0,continue
0.1,4,1,782,117,0.07552516632236395,1,continue
0.1,4,0,782,0,0.0,0,continue
0.1,5,1,673,109,0.057102273788207834,0,continue
0.1,5,0,673,0,0.0,0,continue
0.1,5,0,673,0,0.0,0,continue
0.1,5,0,673,0,0.0,0,continue
0.1,5,0,673,0,0.0,0,continue
0.1,5,0,673,0,0.0,0,continue
0.1,5,0,673,0,0.0,0,continue
0.1,5,0,673,0,0.0,0,continue
0.1,6,1,596,77,0.0408002337816454,0,continue
0.1,6,0,596,0,0.0,0,continue
0.1,6,0,596,0,0.0,0,continue
0.1,6,0,596,0,0.0,0,continue
0.1,6,0,596,0,0.0,0,continue
0.1,6,0,596,0,0.0,0,continue
0.1,6,0,596,0,0.0,0,continue
0.1,6,0,596,0,0.0,0,continue
0.1,6,0,596,0,0.0,0,continue
0.1,6,0,596,0,0.0,0,continue
0.1,6,0,596,0,0.0,0,continue
0.1,7,1,532,64,0.0375943304645106,0,continue
0.1,7,0,532,0,0.0,0,continue
0.1,7,0,532,0,0.0,0,continue
0.1,8,1,477,55,0.030580569770882443,0,continue
0.1,8,0,477,0,0.0,0,continue
0.1,9,1,426,51,0.024156944516110022,0,continue
0.1,10,1,381,45,0.019152345591890035,1,continue
0.1,10,0,381,0,0.0,0,continue
0.1,10,0,381,0,0.0,0,continue
0.1,10,0,381,0,0.0,0,continue
0.1,10,0,381,0,0.0,0,continue
0.1,10,0,381,0,0.0,0,continue
0.1,10,0,381,0,0.0,0,continue
0.1,11,1,347,34,0.019718943279403395,0,continue
0.1,11,0,347,0,0.0,0,continue
0.1,12,1,315,32,0.013941194953544598,0,continue
0.1,12,0,315,0,0.0,0,continue
0.1,13,1,285,30,0.016258302194338485,0,continue
0.1,13,0,285,0,0.0,0,continue
0.1,13,0,285,0,0.0,0,continue
0.1,13,0,285,0,0.0,0,continue
0.1,13,0,285,0,0.0,0,continue
0.1,13,0,285,0,0.0,0,continue
0.1,13,0,285,0,0.0,0,continue
0.1,13,0,285,0,0.0,0,continue
0.1,13,0,285,0,0.0,0,continue
0.1,13,0,285,0,0.0,0,continue
0.1,14,1,262,23,0.009786095114276585,0,continue
0.1,1,1,2488,3507,1.053900655953517,1,continue
0.1,1,0,2488,0,0.0,0,continue
0.1,1,0,2488,0,0.0,0,continue
0.1,1,0,2488,0,0.0,0,continue
0.1,1,0,2488,0,0.0,0,continue
0.1,1,0,2488,0,0.0,0,continue
0.1,1,0,2488,0,0.0,0,continue
0.1,1,0,2488,0,0.0,0,continue
0.1,1,0,2488,0,0.0,0,continue
0.1,1,0,2488,0,0.0,0,continue
0.1,1,0,2488,0,0.0,0,continue
0.1,1,0,2488,0,0.0,0,continue
0.1,1,0,2488,0,0.0,0,continue
0.1,1,0,2488,0,0.0,0,continue
0.1,1,0,2488,0,0.0,0,continue
0.1,1,0,2488,0,0.0,0,continue
0.1,1,0,2488,0,0.0,0,continue
0.1,1,0,2488,0,0.0,0,continue
0.1,1,0,2488,0,0.0,0,continue
0.1,1,0,2488,0,0.0,0,continue
0.1,1,0,2488,0,0.0,0,continue
0.1,1,0,2488,0,0.0,0,continue
0.1,1,0,2488,0,0.0,0,continue
0.1,1,0,2488,0,0.0,0,continue
0.1,2,1,1974,514,0.7058775827420003,0,continue
0.1,2,0,1974,0,0.0,0,continue
0.1,2,0,1974,0,0.0,0,continue
0.1,2,0,1974,0,0.0,0,continue
0.1,2,0,1974,0,0.0,0,continue
0.1,2,0,1974,0,0.0,0,continue
0.1,2,0,1974,0,0.0,0,continue
0.1,2,0,1974,0,0.0,0,continue
0.1,2,0,1974,0,0.0,0,continue
0.1,2,0,1974,0,0.0,0,continue
0.1,3,1,1659,315,0.21767165351711587,0,continue
0.1,3,0,1659,0,0.0,0,continue
0.1,3,0,1659,0,0.0,0,continue
0.1,3,0,1659,0,0.0,0,continue
0.1,4,1,1417,242,0.12142275899795417,0,continue
0.1,4,0,1417,0,0.0,0,continue
0.1,4,0,1417,0,0.0,0,continue
0.1,4,0,1417,0,0.0,0,continue
0.1,4,0,1417,0,0.0,0,continue
0.1,4,0,1417,0,0.0,0,continue
0.1,5,1,1234,183,0.06812525786977826,0,continue
0.1,5,0,1234,0,0.0,0,continue
0.1,6,1,1072,162,0.05428714300898373,0,continue
0.1,6,0,1072,0,0.0,0,continue
0.1,6,0,1072,0,0.0,0,continue
0.1,6,0,1072,0,0.0,0,continue
0.1,6,0,1072,0,0.0,0,continue
0.1,6,0,1072,0,0.0,0,continue
0.1,7,1,946,126,0.05238812407628077,0,continue
0.1,7,0,946,0,0.0,0,continue
0.1,7,0,946,0,0.0,0,continue
0.1,7,0,946,0,0.0,0,continue
0.1,7,0,946,0,0.0,0,continue
0.1,7,0,946,0,0.0,0,continue
0.1,8,1,846,100,0.029207881080930097,0,continue
0.1,8,0,846,0,0.0,0,continue
0.1,8,0,846,0,0.0,0,continue
0.1,8,0,846,0,0.0,0,continue
0.1,8,0,846,0,0.0,0,continue
0.1,8,0,846,0,0.0,0,continue
0.1,9,1,762,84,0.032852692522847865,0,continue
0.1,9,0,762,0,0.0,0,continue
0.1,9,0,762,0,0.0,0,continue
0.1,9,0,762,0,0.0,0,continue
0.1,9,0,762,0,0.0,0,continue
0.1,9,0,762,0,0.0,0,continue
0.1,10,1,689,73,0.022107006274022588,0,continue
0.1,10,0,689,0,0.0,0,continue
0.1,10,0,689,0,0.0,0,continue
0.1,11,1,624,65,0.02470545508424777,0,continue
0.1,11,0,624,0,0.0,0,continue
0.1,11,0,624,0,0.0,0,continue
0.1,11,0,624,0,0.0,0,continue
0.1,11,0,624,0,0.0,0,continue
0.1,11,0,624,0,0.0,0,continue
0.1,11,0,624,0,0.0,0,continue
0.1,11,0,624,0,0.0,0,continue
0.1,12,1,575,49,0.018329336936982642,0,continue
0.1,12,0,575,0,0.0,0,continue
0.1,12,0,575,0,0.0,0,continue
0.1,12,0,575,0,0.0,0,continue
0.1,13,1,531,44,0.013876911914829999,0,continue
0.1,13,0,531,0,0.0,0,continue
0.1,13,0,531,0,0.0,0,continue
0.1,14,1,489,42,0.015370311635635226,0,continue
0.1,15,1,450,39,0.012101444253806918,0,continue
0.1,15,0,450,0,0.0,0,continue
0.1,16,1,415,35,0.012834815319257427,0,continue
0.1,16,0,415,0,0.0,0,continue
0.1,16,0,415,0,0.0,0,continue
0.1,16,0,415,0,0.0,0,continue
0.1,16,0,415,0,0.0,0,continue
0.1,16,0,415,0,0.0,0,continue
0.1,17,1,384,31,0.010877302374087605,0,continue
0.1,17,0,384,0,0.0,0,stop
0.1,17,0,384,0,0.0,0,stop
0.15,0,0,2017,0,0.0,1,continue
0.15,0,0,2017,0,0.0,0,continue
0.15,0,0,2017,0,0.0,0,continue
0.15,1,1,642,1375,1.1045166182982062,0,continue
0.15,2,1,338,304,0.8643594946488077,0,continue
0.15,2,0,338,0,0.0,0,continue
0.15,2,0,338,0,0.0,0,continue
0.15,3,1,143,195,0.25752825787013917,0,continue
0.15,3,0,143,0,0.0,0,continue
0.15,3,0,143,0,0.0,0,continue
0.15,3,0,143,0,0.0,0,continue
0.15,3,0,143,0,0.0,0,continue
0.15,3,0,143,0,0.0,0,continue
0.15,3,0,143,0,0.0,0,continue
0.15,3,0,143,0,0.0,0,continue
0.15,3,0,143,0,0.0,0,continue
0.15,4,1,98,45,0.23787869832790645,0,continue
0.15,4,0,98,0,0.0,0,continue
0.15,5,1,69,29,0.12615726678291767,0,continue
0.15,6,1,50,19,0.09373921399722619,0,continue
0.15,6,0,50,0,0.0,0,continue
0.15,6,0,50,0,0.0,0,continue
0.15,6,0,50,0,0.0,0,continue
0.15,7,1,38,12,0.09488228466512753,0,continue
0.15,7,0,38,0,0.0,0,continue
0.15,8,1,28,10,0.04132985457739414,0,continue
0.15,8,0,28,0,0.0,0,continue
0.15,8,0,28,0,0.0,0,continue
0.15,8,0,28,0,0.0,0,continue
0.15,8,0,28,0,0.0,0,continue
0.15,9,1,21,7,0.04931041157714756,0,continue
0.15,9,0,21,0,0.0,0,continue
0.15,9,0,21,0,0.0,0,continue
0.15,9,0,21,0,0.0,0,continue
0.15,9,0,21,0,0.0,0,continue
0.15,9,0,21,0,0.0,0,continue
0.15,9,0,21,0,0.0,0,continue
0.15,9,0,21,0,0.0,0,continue
0.15,9,0,21,0,0.0,0,continue
0.15,9,0,21,0,0.0,0,continue
0.15,10,1,17,4,0.025578183113051035,0,continue
0.15,10,0,17,0,0.0,0,continue
0.15,11,1,13,4,0.02168680087641701,0,continue
0.15,11,0,13,0,0.0,0,continue
0.15,12,1,10,3,0.012672903344028158,0,continue
0.15,12,0,10,0,0.0,0,continue
0.15,12,0,10,0,0.0,0,continue
0.15,12,0,10,0,0.0,0,continue
0.15,12,0,10,0,0.0,0,continue
0.15,12,0,10,0,0.0,0,continue
0.15,12,0,10,0,0.0,0,continue
0.15,12,0,10,0,0.0,0,continue
0.15,12,0,10,0,0.0,0,continue
0.15,12,0,10,0,0.0,0,continue
0.15,12,0,10,0,0.0,0,continue
0.15,12,0,10,0,0.0,0,continue
0.15,12,0,10,0,0.0,0,continue
0.15,12,0,10,0,0.0,0,continue
0.15,12,0,10,0,0.0,0,continue
0.15,12,0,10,0,0.0,0,continue
0.15,13,1,8,2,0.015187644104965009,0,continue
0.15,13,0,8,0,0.0,0,stop
0.15,13,0,8,0,0.0,0,stop
0.15,13,0,8,0,0.0,0,stop
0.15,13,0,8,0,0.0,0,stop
0.15,13,0,8,0,0.0,0,stop
0.15,14,1,6,2,0.010518161271434944,0,stop
0.15,14,0,6,0,0.0,0,stop
0.15,14,0,6,0,0.0,0,stop
0.15,14,0,6,0,0.0,0,stop
0.15,14,0,6,0,0.0,0,stop
0.15,14,0,6,0,0.0,0,stop
0.15,14,0,6,0,0.0,0,stop
0.15,15,1,4,2,0.010471470284890663,0,stop
0.15,15,0,4,0,0.0,0,stop
0.15,15,0,4,0,0.0,0,stop
0.15,15,0,4,0,0.0,0,stop
0.15,15,0,4,0,0.0,0,stop
0.15,15,0,4,0,0.0,0,stop
0.15,15,0,4,0,0.0,0,stop
0.15,15,0,4,0,0.0,0,stop
0.15,15,0,4,0,0.0,0,stop
0.15,15,0,4,0,0.0,0,stop
0.15,15,0,4,0,0.0,0,stop
0.15,15,0,4,0,0.0,0,stop
0.15,15,0,4,0,0.0,0,stop
0.15,15,0,4,0,0.0,0,stop
0.15,15,0,4,0,0.0,0,stop
0.15,15,0,4,0,0.0,0,stop
0.15,15,0,4,0,0.0,0,stop
0.15,15,0,4,0,0.0,0,stop
0.15,15,0,4,0,0.0,0,stop
0.15,15,0,4,0,0.0,0,stop
0.15,15,0,4,0,0.0,0,stop
0.15,15,0,4,0,0.0,0,stop
0.15,15,0,4,0,0.0,0,stop
0.15,15,0,4,0,0.0,0,stop
0.15,15,0,4,0,0.0,0,stop
0.15,15,0,4,0,0.0,0,stop
0.15,15,0,4,0,0.0,0,stop
0.15,0,0,1269,0,0.0,1,continue
0.15,0,0,1269,0,0.0,0,continue
0.15,1,1,495,774,1.0673739011289376,0,continue
0.15,1,0,495,0,0.0,0,continue
0.15,1,0,495,0,0.0,0,continue
0.15,2,1,339,156,0.7003887499349503,0,continue
0.15,3,1,102,237,0.276056206981126,0,continue
0.15,3,0,102,0,0.0,0,continue
0.15,4,1,63,39,0.24762404188291898,0,continue
0.15,5,1,39,24,0.1417689584392654,0,continue
0.15,5,0,39,0,0.0,0,stop
0.15,6,1,13,26,0.08013193527007555,0,stop
0.15,6,0,13,0,0.0,0,stop
0.15,6,0,13,0,0.0,0,stop
0.15,6,0,13,0,0.0,0,stop
0.15,7,1,5,8,0.049289374161887396,0,stop
0.15,8,1,2,3,0.09538615045075081,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,8,0,2,0,0.0,0,stop
0.15,1,1,1212,1322,0.9172051176519481,1,continue
0.15,1,0,1212,0,0.0,0,continue
0.15,1,0,1212,0,0.0,0,continue
0.15,2,1,559,653,0.409372804518478,0,continue
0.15,2,0,559,0,0.0,0,continue
0.15,3,1,263,296,0.34358703849351924,0,continue
0.15,3,0,263,0,0.0,0,continue
0.15,4,1,145,118,0.37338375085498093,0,continue
0.15,5,1,73,72,0.18919754843064818,0,continue
0.15,5,0,73,0,0.0,0,continue
0.15,5,0,73,0,0.0,0,continue
0.15,6,1,33,40,0.13818798952370984,0,continue
0.15,7,1,16,17,0.08687550480857018,0,continue
0.15,8,1,8,8,0.1324793463162035,0,continue
0.15,8,0,8,0,0.0,0,continue
0.15,9,1,4,4,0.12668074852629932,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,9,0,4,0,0.0,0,continue
0.15,10,1,3,1,0.07641955619806987,0,continue
0.15,1,1,681,569,0.7956168194367554,1,continue
0.15,2,1,279,402,0.4947550973119138,1,continue
0.15,3,1,131,148,0.31463265721871286,1,continue
0.15,4,1,68,63,0.1975388446178715,0,continue
0.15,5,1,28,40,0.23446347841151594,1,continue
0.15,6,1,14,14,0.17741830861137806,0,stop
0.15,7,1,7,7,0.1515639233298466,0,stop
0.15,8,1,3,4,0.11986978075933509,0,stop
0.15,9,1,1,2,0.06862388729188501,0,stop
0.15,10,1,1,0,0.11109440704754159,0,stop
0.15,11,1,1,0,0.08078397136596555,0,stop
0.15,12,1,1,0,0.05008300941995678,0,stop
0.15,13,1,1,0,0.05267425509179956,0,stop
0.15,14,1,1,0,0.03152072425759275,0,stop
0.15,15,1,1,0,0.033304253217534247,0,stop
0.15,16,1,1,0,0.016782523554139072,0,stop
0.15,17,1,1,0,0.021232641244625716,0,stop
0.15,18,1,1,0,0.011454799208042748,0,stop
0.15,19,1,1,0,0.03640346452261346,0,stop
0.15,20,1,1,0,0.00931063704970776,0,stop
0.15,21,1,1,0,0.008978667949424897,0,stop
